App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Onefootball - Soccer Scores,SPORTS,4.7,911995,20M,"10,000,000+",Free,0,Everyone,Sports,01-Aug-18,10.8.1.330,4.4 and up,834
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,Varies with device,"50,000,000+",Free,0,Everyone,Photography,22-Jul-18,5.0.508,4.4 and up,835
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,Varies with device,"50,000,000+",Free,0,Everyone,Photography,22-Jul-18,5.0.508,4.4 and up,836
Card Wars Kingdom,FAMILY,4.3,920571,28M,"10,000,000+",Free,0,Ten_Plus,Card;Action & Adventure,17-Jan-17,1.0.10,4.0.3 and up,837
LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,4.6,921868,47M,"50,000,000+",Free,0,Teen,Video Players & Editors,04-Aug-18,2.4.11,4.0 and up,838
JW Library,BOOKS_AND_REFERENCE,4.9,922752,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,15-Jun-18,Varies with device,Varies with device,839
Boomerang from Instagram,PHOTOGRAPHY,3.5,928720,Varies with device,"50,000,000+",Free,0,Everyone,Photography,16-Jul-18,Varies with device,Varies with device,840
The Sims™ FreePlay,FAMILY,4.3,931503,31M,"10,000,000+",Free,0,Teen,Simulation,16-Jul-18,5.39.1,4.0.3 and up,841
The Sims™ FreePlay,GAME,4.3,931595,31M,"10,000,000+",Free,0,Teen,Simulation,16-Jul-18,5.39.1,4.0.3 and up,842
MAPS.ME – Offline Map and Travel Navigation,TRAVEL_AND_LOCAL,3.8,932870,Varies with device,"50,000,000+",Free,0,Everyone,Travel & Local,27-Jul-18,8.3.3-Google,4.0.3 and up,843
Block Craft 3D: Building Simulator Games For Free,FAMILY,3.9,944661,57M,"50,000,000+",Free,0,Everyone,Simulation,05-Mar-18,2.10.2,4.0.3 and up,844
Block Craft 3D: Building Simulator Games For Free,GAME,3.8,946926,57M,"50,000,000+",Free,0,Everyone,Simulation,05-Mar-18,2.10.2,4.0.3 and up,845
Block Craft 3D: Building Simulator Games For Free,GAME,3.4,946926,57M,"50,000,000+",Free,0,Everyone,Simulation,05-Mar-18,2.10.2,4.0.3 and up,846
Block Strike,GAME,3.4,947515,60M,"10,000,000+",Free,0,Teen,Action,25-Jul-18,5.3.1,4.1 and up,847
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,Varies with device,"50,000,000+",Free,0,Teen,News & Magazines,19-Jul-18,Varies with device,Varies with device,848
Lookout Security & Antivirus,TOOLS,3,951413,13M,"100,000,000+",Free,0,Everyone,Tools,31-Jul-18,10.23.2-964159b,4.4 and up,849
Bike Racing 3D,GAME,4.2,951435,14M,"50,000,000+",Free,0,Everyone,Racing,17-Jan-18,2.2,2.1 and up,850
CM FILE MANAGER,TOOLS,3.8,953790,Varies with device,"50,000,000+",Free,0,Everyone,Tools,05-Aug-18,Varies with device,Varies with device,851
Mobizen Screen Recorder for SAMSUNG,VIDEO_PLAYERS,3.7,953894,37M,"10,000,000+",Free,0,Everyone,Video Players & Editors,26-Apr-18,3.5.1.8,Varies with device,852
DEER HUNTER 2018,GAME,4.3,955614,82M,"10,000,000+",Free,0,Teen,Action,26-Jun-18,5.1.2,3.0 and up,853
DEER HUNTER 2018,GAME,4.3,955656,82M,"10,000,000+",Free,0,Teen,Action,26-Jun-18,5.1.2,3.0 and up,854
Itau bank,FINANCE,4.2,957973,40M,"10,000,000+",Free,0,Everyone,Finance,30-Jul-18,6.5.7,4.2 and up,855
Magisto Video Editor & Maker,VIDEO_PLAYERS,4.3,960726,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors,02-Aug-18,Varies with device,Varies with device,856
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,3.7,972256,20M,"50,000,000+",Free,0,Teen,Shopping,02-Aug-18,2.4.8,4.1 and up,857
"S Photo Editor - Collage Maker , Photo Collage",PHOTOGRAPHY,3.5,972574,45M,"100,000,000+",Free,0,Everyone,Photography,03-Aug-18,2.31,4.1 and up,858
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,3.5,973270,20M,"50,000,000+",Free,0,Teen,Shopping,06-Aug-18,2.4.9,4.1 and up,859
"Weather by WeatherBug: Forecast, Radar & Alerts",WEATHER,3.3,981995,Varies with device,"10,000,000+",Free,0,Everyone,Weather,07-Jun-18,Varies with device,Varies with device,860
"Vault-Hide SMS,Pics & Videos,App Lock,Cloud backup",BUSINESS,3.6,984451,Varies with device,"50,000,000+",Free,0,Everyone,Business,02-Aug-18,Varies with device,Varies with device,861
Zombie Catchers,GAME,4.7,989158,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,862
Wrestling Revolution 3D,SPORTS,4.3,989344,51M,"50,000,000+",Free,0,Teen,Sports,23-Jul-18,1.64,4.0 and up,863
Zombie Catchers,GAME,4.7,990491,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,864
Zombie Catchers,GAME,4.7,990586,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,865
Zombie Catchers,GAME,4.7,990663,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,866
Zombie Catchers,GAME,4.7,990723,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,867
Zombie Catchers,GAME,4.7,990796,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up,868
Family Guy The Quest for Stuff,GAME,4,995002,Varies with device,"10,000,000+",Free,0,Mature,Adventure,25-Jul-18,1.73.0,4.1 and up,869
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,0,Teen,Action,05-Jul-18,Varies with device,4.4 and up,870
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,0,Teen,Action,05-Jul-18,Varies with device,4.4 and up,871
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35M,"100,000,000+",Free,0,Everyone,Business,02-Aug-18,9.7.14188,4.1 and up,872
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35M,"100,000,000+",Free,0,Everyone,Business,02-Aug-18,9.7.14188,4.1 and up,873
Kick the Buddy,GAME,4.3,1003269,Varies with device,"50,000,000+",Free,0,Teen,Action,05-Jul-18,Varies with device,4.4 and up,874
Kick the Buddy,GAME,4.3,1004709,Varies with device,"50,000,000+",Free,0,Teen,Action,05-Jul-18,Varies with device,4.4 and up,875
3D Tennis,SPORTS,4.2,1008012,13M,"50,000,000+",Free,0,Everyone,Sports,05-Dec-17,1.7.7,2.1 and up,876
Toca Kitchen 2,FAMILY,3.3,1013465,56M,"50,000,000+",Free,0,Everyone,Educational;Pretend Play,29-Jun-17,1.2.3-play,4.1 and up,877
LINE WEBTOON - Free Comics,COMICS,3.3,1013635,Varies with device,"10,000,000+",Free,0,Teen,Comics,31-Jul-18,Varies with device,Varies with device,878
KineMaster – Pro Video Editor,VIDEO_PLAYERS,4,1013867,32M,"50,000,000+",Free,0,Everyone,Video Players & Editors,03-Aug-18,4.5.0.10701.GP,4.1 and up,879
LINE WEBTOON - Free Comics,COMICS,3.6,1013944,Varies with device,"10,000,000+",Free,0,Teen,Comics,31-Jul-18,Varies with device,Varies with device,880
Toca Kitchen 2,FAMILY,3.8,1014822,56M,"50,000,000+",Free,0,Everyone,Educational;Pretend Play,29-Jun-17,1.2.3-play,4.1 and up,881
Toca Kitchen 2,FAMILY,3.4,1014846,56M,"50,000,000+",Free,0,Everyone,Educational;Pretend Play,29-Jun-17,1.2.3-play,4.1 and up,882
SNOW - AR Camera,PHOTOGRAPHY,4.3,1017237,Varies with device,"50,000,000+",Free,0,Everyone,Photography,30-Jul-18,7.6.5,4.3 and up,883
KIM KARDASHIAN: HOLLYWOOD,GAME,4.3,1017408,34M,"10,000,000+",Free,0,Teen,Adventure,16-Jul-18,9.2.0,4.0 and up,884
Photo Collage Editor,PHOTOGRAPHY,4.2,1028637,Varies with device,"100,000,000+",Free,0,Everyone,Photography,21-Dec-17,Varies with device,Varies with device,885
Speedtest by Ookla,TOOLS,3.9,1028794,Varies with device,"100,000,000+",Free,0,Everyone,Tools,19-Jul-18,Varies with device,Varies with device,886
VLC for Android,VIDEO_PLAYERS,3.2,1031045,Varies with device,"100,000,000+",Free,0,Everyone,Video Players & Editors,30-Jul-18,Varies with device,2.3 and up,887
VLC for Android,VIDEO_PLAYERS,3.1,1032076,Varies with device,"100,000,000+",Free,0,Everyone,Video Players & Editors,30-Jul-18,Varies with device,2.3 and up,888
Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,Varies with device,"10,000,000+",Free,0,Everyone,Food & Drink,20-Jul-18,Varies with device,Varies with device,889
Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,Varies with device,"10,000,000+",Free,0,Everyone,Food & Drink,20-Jul-18,Varies with device,Varies with device,890
Microsoft OneDrive,PRODUCTIVITY,3.9,1038303,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,01-Aug-18,Varies with device,Varies with device,891
Microsoft OneDrive,PRODUCTIVITY,3.4,1038306,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,01-Aug-18,Varies with device,Varies with device,892
Five Nights at Freddy's 3 Demo,GAME,3.5,1041836,50M,"10,000,000+",Free,0,Teen,Action,02-Apr-15,1.07,2.3 and up,893
Zalo – Video Call,COMMUNICATION,4.2,1042170,Varies with device,"50,000,000+",Free,0,Everyone,Communication,27-Jul-18,Varies with device,Varies with device,894
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13M,"10,000,000+",Free,0,Everyone,Productivity,03-Aug-18,2.6.28,4.0.3 and up,895
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064049,Varies with device,"50,000,000+",Free,0,Mature,Social,28-Jul-18,Varies with device,Varies with device,896
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064076,Varies with device,"50,000,000+",Free,0,Mature,Social,28-Jul-18,Varies with device,Varies with device,897
Downloader & Private Browser,TOOLS,4.3,1072565,Varies with device,"50,000,000+",Free,0,Everyone,Tools,25-Jul-18,Varies with device,Varies with device,898
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4,1075016,47M,"100,000,000+",Free,0,Mature,Photography,03-Aug-18,4.21,4.1 and up,899
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,3.7,1075277,47M,"100,000,000+",Free,0,Mature,Photography,03-Aug-18,4.21,4.1 and up,900
3D Bowling,SPORTS,2,1076243,13M,"100,000,000+",Free,0,Everyone,Sports,18-Jan-18,3.1,2.0.1 and up,901
Microsoft Excel,PRODUCTIVITY,3.6,1079491,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,14-Jul-18,16.0.10325.20059,4.4 and up,902
Microsoft Excel,PRODUCTIVITY,3.4,1079616,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,14-Jul-18,16.0.10325.20059,4.4 and up,903
Doodle Jump,GAME,4.3,1083571,Varies with device,"50,000,000+",Free,0,Everyone,Arcade,20-Jul-18,Varies with device,Varies with device,904
The birth,SHOPPING,4.7,1084945,Varies with device,"50,000,000+",Free,0,Teen,Shopping,03-Aug-18,Varies with device,Varies with device,905
Draw Something Classic,GAME,4.2,1092106,43M,"50,000,000+",Free,0,Everyone,Word,28-Jul-18,2.400.022,4.4 and up,906
Azar,COMMUNICATION,4.2,1092337,Varies with device,"50,000,000+",Free,0,Mature,Communication,24-Jul-18,Varies with device,Varies with device,907
MyVodafone (India) - Online Recharge & Pay Bills,PRODUCTIVITY,2.2,1092367,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,04-Aug-18,8.0.1.0,Varies with device,908
Anti-virus Dr.Web Light,TOOLS,4,1094094,Varies with device,"100,000,000+",Free,0,Everyone,Tools,10-Jul-18,Varies with device,Varies with device,909
Harry Potter: Hogwarts Mystery,GAME,3.7,1107197,Varies with device,"10,000,000+",Free,0,Teen,Adventure,01-Aug-18,1.8.2,4.4 and up,910
Harry Potter: Hogwarts Mystery,GAME,3.7,1107310,Varies with device,"10,000,000+",Free,0,Teen,Adventure,01-Aug-18,1.8.2,4.4 and up,911
"Emoji keyboard - Cute Emoticons, GIF, Stickers",TOOLS,3.8,1107320,25M,"50,000,000+",Free,0,Everyone,Tools,07-Aug-18,3.4.500,4.1 and up,912
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107884,Varies with device,"10,000,000+",Free,0,Everyone,Education,02-Aug-18,Varies with device,Varies with device,913
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,"10,000,000+",Free,0,Everyone,Education,02-Aug-18,Varies with device,Varies with device,914
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,"10,000,000+",Free,0,Everyone,Education,02-Aug-18,Varies with device,Varies with device,915
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107948,Varies with device,"10,000,000+",Free,0,Everyone,Education,02-Aug-18,Varies with device,Varies with device,916
Tom Loves Angela,FAMILY,2.7,1111915,50M,"100,000,000+",Free,0,Everyone,Entertainment,30-Apr-18,2.2.1.3,4.1 and up,917
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2M,"50,000,000+",Free,0,Everyone,Tools,06-Aug-18,6.1.0,4.1 and up,918
Rolling Sky,GAME,3.8,1117212,50M,"50,000,000+",Free,0,Everyone,Board,03-Aug-18,Varies with device,4.0.3 and up,919
happn – Local dating app,LIFESTYLE,4.3,1118201,Varies with device,"10,000,000+",Free,0,Mature,Lifestyle,24-Jul-18,Varies with device,Varies with device,920
Nova Launcher,PERSONALIZATION,4.6,1121805,Varies with device,"50,000,000+",Free,0,Everyone,Personalization,14-May-18,Varies with device,Varies with device,921
Nova Launcher,PERSONALIZATION,4.6,1121805,Varies with device,"50,000,000+",Free,0,Everyone,Personalization,14-May-18,Varies with device,Varies with device,922
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,Varies with device,"10,000,000+",Free,0,Teen,Card,07-Aug-18,Varies with device,Varies with device,923
Pixel Art: Color by Number Game,GAME,4.7,1125017,25M,"10,000,000+",Free,0,Everyone,Puzzle,17-Jul-18,3.9.2,4.3 and up,924
Pixel Art: Color by Number Game,GAME,4.7,1125438,25M,"10,000,000+",Free,0,Everyone,Puzzle,17-Jul-18,3.9.2,4.3 and up,925
Blossom Blast Saga,GAME,4,1125438,63M,"10,000,000+",Free,0,Everyone,Casual,05-Jul-18,57.0.8,4.0.3 and up,926
Pixel Art: Color by Number Game,GAME,4.7,1125566,25M,"10,000,000+",Free,0,Everyone,Puzzle,17-Jul-18,3.9.2,4.3 and up,927
Granny,GAME,3.4,1128805,59M,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up,928
WhatsCall Free Global Phone Call App & Cheap Calls,COMMUNICATION,4.6,1130966,27M,"10,000,000+",Free,0,Everyone,Communication,06-Jun-18,1.9.1.013,4.0 and up,929
Talking Tom & Ben News,FAMILY,3.5,1131937,41M,"100,000,000+",Free,0,Everyone,Entertainment,30-Apr-18,2.4.0.7,4.1 and up,930
"Muslim Pro - Prayer Times, Azan, Quran & Qibla",LIFESTYLE,4.7,1133393,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,03-Jul-18,Varies with device,Varies with device,931
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7M,"10,000,000+",Free,0,Everyone,Communication,01-Apr-16,6.4.0.4,4.0 and up,932
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4.7M,"10,000,000+",Free,0,Everyone,Communication,01-Apr-16,6.4.0.4,4.0 and up,933
Granny,GAME,3.2,1135631,59M,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up,934
Granny,GAME,3.8,1137267,59M,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up,935
Granny,GAME,3.8,1137271,59M,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up,936
Granny,GAME,3.9,1138239,59M,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up,937
ZenUI Launcher,PERSONALIZATION,4.7,1141545,15M,"50,000,000+",Free,0,Everyone,Personalization,31-Jul-18,Varies with device,Varies with device,938
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157003,34M,"50,000,000+",Free,0,Everyone,Social,16-Oct-17,4.2.1,4.3 and up,939
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157004,34M,"50,000,000+",Free,0,Everyone,Social,16-Oct-17,4.2.1,4.3 and up,940
"Sweet Selfie - selfie camera, beauty cam, photo edit",PHOTOGRAPHY,4.6,1159058,25M,"100,000,000+",Free,0,Everyone,Photography,03-Aug-18,2.73.672,4.0.3 and up,941
TripAdvisor Hotels Flights Restaurants Attractions,TRAVEL_AND_LOCAL,3.4,1162331,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,04-Aug-18,Varies with device,Varies with device,942
TripAdvisor Hotels Flights Restaurants Attractions,TRAVEL_AND_LOCAL,3.1,1162837,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,04-Aug-18,Varies with device,Varies with device,943
TripAdvisor Hotels Flights Restaurants Attractions,TRAVEL_AND_LOCAL,3.2,1162837,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,04-Aug-18,Varies with device,Varies with device,944
TripAdvisor Hotels Flights Restaurants Attractions,TRAVEL_AND_LOCAL,3.8,1162837,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,04-Aug-18,Varies with device,Varies with device,945
TripAdvisor Hotels Flights Restaurants Attractions,TRAVEL_AND_LOCAL,3.4,1162838,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,04-Aug-18,Varies with device,Varies with device,946
Pixlr – Free Photo Editor,PHOTOGRAPHY,3.5,1163232,31M,"50,000,000+",Free,0,Everyone,Photography,20-Jul-18,3.4.0,4.0.3 and up,947
Skater Boy,GAME,4.3,1167143,12M,"100,000,000+",Free,0,Everyone,Arcade,20-Sep-17,1.18.35,4.1 and up,948
Bad Piggies,FAMILY,4.3,1168959,66M,"50,000,000+",Free,0,Everyone,Puzzle,03-May-17,2.3.3,4.1 and up,949
Norton Security and Antivirus,TOOLS,4.6,1170641,26M,"10,000,000+",Free,0,Everyone,Tools,26-Jul-18,4.2.1.4174,4.1 and up,950
POF Free Dating App,SOCIAL,4.2,1175188,Varies with device,"50,000,000+",Free,0,Mature,Social,31-Jul-18,Varies with device,Varies with device,951
POF Free Dating App,SOCIAL,4.2,1175794,Varies with device,"50,000,000+",Free,0,Mature,Social,31-Jul-18,Varies with device,Varies with device,952
POF Free Dating App,SOCIAL,4.2,1175815,Varies with device,"50,000,000+",Free,0,Mature,Social,31-Jul-18,Varies with device,Varies with device,953
Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148,29M,"100,000,000+",Free,0,Everyone,Arcade,01-Aug-18,9.55,4.0.3 and up,954
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,3.9,1188154,24M,"10,000,000+",Free,0,Everyone,Productivity,14-Jun-18,4.6.4,4.1 and up,955
Angry Birds Star Wars,GAME,4.3,1218055,45M,"100,000,000+",Free,0,Everyone,Arcade,25-May-18,1.5.12,4.1 and up,956
Super Mario Run,GAME,3.7,1221896,70M,"100,000,000+",Free,0,Everyone,Action,12-Jul-18,3.0.11,4.2 and up,957
LinkedIn,SOCIAL,4.2,1225339,Varies with device,"100,000,000+",Free,0,Everyone,Social,02-Aug-18,4.1.202,5.0 and up,958
LinkedIn,SOCIAL,4.2,1225367,Varies with device,"100,000,000+",Free,0,Everyone,Social,02-Aug-18,4.1.202,5.0 and up,959
Guns of Boom - Online Shooter,GAME,4.6,1226514,99M,"10,000,000+",Free,0,Teen,Action,20-Jul-18,4.4.4,4.1 and up,960
Yandex Browser with Protect,PERSONALIZATION,3.2,1235841,Varies with device,"50,000,000+",Free,0,Everyone,Personalization,18-Jul-18,Varies with device,Varies with device,961
Yandex Browser with Protect,PERSONALIZATION,3.5,1237135,Varies with device,"50,000,000+",Free,0,Everyone,Personalization,18-Jul-18,Varies with device,Varies with device,962
Hungry Shark World,GAME,3.2,1242855,27M,"50,000,000+",Free,0,Teen,Action,18-Jul-18,3.0.0,4.2 and up,963
Hungry Shark World,GAME,3.5,1243017,27M,"50,000,000+",Free,0,Teen,Action,18-Jul-18,3.0.0,4.2 and up,964
"GO Security－AntiVirus, AppLock, Booster",TOOLS,4.7,1251479,Varies with device,"10,000,000+",Free,0,Everyone,Tools,24-Jul-18,Varies with device,Varies with device,965
Uber Driver,BUSINESS,3.3,1254730,Varies with device,"10,000,000+",Free,0,Everyone,Business,03-Aug-18,Varies with device,Varies with device,966
Amino: Communities and Chats,SOCIAL,4.8,1259075,62M,"10,000,000+",Free,0,Teen,Social,20-Jul-18,1.8.19179,4.0.3 and up,967
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259723,76M,"50,000,000+",Free,0,Mature,Social,03-Aug-18,Varies with device,4.1 and up,968
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259849,76M,"50,000,000+",Free,0,Mature,Social,03-Aug-18,Varies with device,4.1 and up,969
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76M,"50,000,000+",Free,0,Mature,Social,03-Aug-18,Varies with device,4.1 and up,970
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76M,"50,000,000+",Free,0,Mature,Social,03-Aug-18,Varies with device,4.1 and up,971
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76M,"50,000,000+",Free,0,Mature,Social,03-Aug-18,Varies with device,4.1 and up,972
MomentCam Cartoons & Stickers,PHOTOGRAPHY,4.2,1260143,Varies with device,"50,000,000+",Free,0,Everyone,Photography,12-Jul-18,Varies with device,Varies with device,973
Voice changer with effects,FAMILY,4.2,1260903,8.7M,"50,000,000+",Free,0,Everyone,Entertainment,02-Aug-18,3.4.8,4.1 and up,974
Amino: Communities and Chats,SOCIAL,4.8,1264084,62M,"10,000,000+",Free,0,Teen,Social,07-Aug-18,1.8.19179,4.0.3 and up,975
Avakin Life - 3D virtual world,FAMILY,3.6,1275373,91M,"10,000,000+",Free,0,Teen,Role Playing,03-Jul-18,1.021.10,4.1 and up,976
Share Music & Transfer Files - Xender,TOOLS,3.3,1279109,Varies with device,"100,000,000+",Free,0,Everyone,Tools,20-Jul-18,Varies with device,Varies with device,977
Facebook Pages Manager,BUSINESS,4,1279184,Varies with device,"50,000,000+",Free,0,Everyone,Business,02-Aug-18,Varies with device,Varies with device,978
Facebook Pages Manager,BUSINESS,4,1279800,Varies with device,"50,000,000+",Free,0,Everyone,Business,06-Aug-18,Varies with device,Varies with device,979
Share Music & Transfer Files - Xender,TOOLS,3.2,1280423,Varies with device,"100,000,000+",Free,0,Everyone,Tools,20-Jul-18,Varies with device,Varies with device,980
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,3.9,1284017,Varies with device,"500,000,000+",Free,0,Ten_Plus,News & Magazines,03-Aug-18,Varies with device,Varies with device,981
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,3.5,1284017,Varies with device,"500,000,000+",Free,0,Ten_Plus,News & Magazines,03-Aug-18,Varies with device,Varies with device,982
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,3.8,1284018,Varies with device,"500,000,000+",Free,0,Ten_Plus,News & Magazines,03-Aug-18,Varies with device,Varies with device,983
Flow Free,FAMILY,4.3,1295293,11M,"100,000,000+",Free,0,Everyone,Puzzle,11-Apr-18,4,4.1 and up,984
Flow Free,GAME,4.3,1295557,11M,"100,000,000+",Free,0,Everyone,Puzzle,11-Apr-18,4,4.1 and up,985
Flow Free,GAME,4.3,1295606,11M,"100,000,000+",Free,0,Everyone,Puzzle,11-Apr-18,4,4.1 and up,986
Flow Free,GAME,4.3,1295625,11M,"100,000,000+",Free,0,Everyone,Puzzle,11-Apr-18,4,4.1 and up,987
Flow Free,GAME,4.3,1295625,11M,"100,000,000+",Free,0,Everyone,Puzzle,11-Apr-18,4,4.1 and up,988
Candy Crush Jelly Saga,GAME,4.3,1300490,78M,"50,000,000+",Free,0,Everyone,Puzzle,20-Jul-18,2.1.10,4.0 and up,989
Candy Crush Jelly Saga,GAME,4.3,1300619,78M,"50,000,000+",Free,0,Everyone,Puzzle,20-Jul-18,2.1.10,4.0 and up,990
Vlogger Go Viral - Tuber Game,FAMILY,4.8,1304467,68M,"10,000,000+",Free,0,Everyone,Strategy,27-Jul-18,2.9,4.1 and up,991
► MultiCraft ― Free Miner! 👍,GAME,4.3,1305050,Varies with device,"50,000,000+",Free,0,Ten_Plus,Adventure,29-Jul-18,1.1.11.11,4.1 and up,992
MY LITTLE PONY: Magic Princess,FAMILY,3.4,1309728,Varies with device,"50,000,000+",Free,0,Everyone,Casual,11-Jul-18,Varies with device,Varies with device,993
Yahoo Weather,WEATHER,3.7,1312037,Varies with device,"10,000,000+",Free,0,Everyone,Weather,01-Aug-18,Varies with device,Varies with device,994
Online Soccer Manager (OSM),SPORTS,3.9,1312936,21M,"10,000,000+",Free,0,Everyone,Sports,31-Jul-18,3.4.06,4.4 and up,995
Myntra Online Shopping App,SHOPPING,4.3,1315242,Varies with device,"50,000,000+",Free,0,Everyone,Shopping,21-Jul-18,3.27.1,4.1 and up,996
Earn to Die 2,GAME,4.6,1327265,99M,"50,000,000+",Free,0,Teen,Racing,12-Apr-17,1.3,2.3.3 and up,997
Earn to Die 2,GAME,4.6,1327269,99M,"50,000,000+",Free,0,Teen,Racing,12-Apr-17,1.3,2.3.3 and up,998
Turbo FAST,FAMILY,4.3,1329008,97M,"50,000,000+",Free,0,Everyone,Racing;Action & Adventure,04-Oct-17,2.1.20,2.3.3 and up,999
Turbo FAST,FAMILY,4.3,1329192,97M,"50,000,000+",Free,0,Everyone,Racing;Action & Adventure,04-Oct-17,2.1.20,2.3.3 and up,1000
My Horse,FAMILY,3.1,1333338,8.7M,"10,000,000+",Free,0,Everyone,Casual,23-May-18,1.34.1,2.3.3 and up,1001
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8M,"50,000,000+",Free,0,Everyone,Tools,27-Oct-17,2.5.2,4.2 and up,1002
Bank of Brazil,FINANCE,3.8,1336246,39M,"10,000,000+",Free,0,Everyone,Finance,03-Aug-18,6.39.1.4,4.1 and up,1003
RULES OF SURVIVAL,GAME,4.2,1343106,56M,"10,000,000+",Free,0,Teen,Action,01-Aug-18,1.180271.184729,4.0 and up,1004
RULES OF SURVIVAL,GAME,4.2,1343866,56M,"10,000,000+",Free,0,Teen,Action,01-Aug-18,1.180271.184729,4.0 and up,1005
Toon Blast,GAME,4.7,1351068,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,30-Jul-18,3196,4.1 and up,1006
Toon Blast,GAME,4.7,1351089,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,30-Jul-18,3196,4.1 and up,1007
Toon Blast,GAME,4.7,1351771,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,30-Jul-18,3196,4.1 and up,1008
FRONTLINE COMMANDO,GAME,3.9,1351833,12M,"10,000,000+",Free,0,Teen,Action,28-Oct-13,3.0.3,2.1 and up,1009
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,03-Aug-18,Varies with device,Varies with device,1010
